0, 0, 57.77
0, 0, 39.01
0, 0, 57.77
0, 0, 39.03
0, 0, 57.77
0, 0, 39.03
0, 0, 57.77
0, 0, 39.01
0, 0, 57.28
0, 0, 39.03
0, 0, 57.28
0, 0, 39.03
0, 0, 57.24
0, 0, 39.01
0, 0, 57.28
0, 0, 39.01
0, 0, 57.28
0, 0, 39.01
0, 0, 57.24
0, 0, 39.01
0, 0, 57.24
0, 0, 39.01
0, 0, 57.24
0, 0, 39.01
0, 0, 57.24
0, 0, 39.01
0, 0, 57.24
0, 0, 39.01
0, 0, 57.24
0, 0, 39.01
0, 0, 57.24
0, 0, 39.01
0, 0, 57.28
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
13, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 57.28
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
0, 0, 56.78
0, 0, 39.03
8, 0, 56.78
0, 0, 39.03
6, 0, 57.28
0, 0, 39.03
41, 26, 248.88
0, 0, 38.98
49, 20, 121.15
0, 0, 39.01
39, 8, 89.20
0, 0, 39.01
38, 8, 126.98
0, 0, 39.01
43, 10, 111.37
0, 0, 39.01
40, 9, 129.11
0, 0, 39.01
43, 10, 91.17
0, 0, 39.01
37, 8, 108.35
0, 0, 39.01
44, 10, 103.49
0, 0, 39.01
38, 8, 92.15
0, 0, 39.01
39, 8, 124.11
0, 0, 39.01
39, 8, 121.23
0, 0, 39.01
45, 10, 89.75
0, 0, 39.01
42, 10, 89.69
0, 0, 39.01
45, 10, 126.98
0, 0, 38.98
41, 9, 90.68
0, 0, 39.01
44, 10, 101.52
0, 0, 39.01
38, 8, 118.69
0, 0, 39.01
37, 8, 86.79
0, 0, 39.01
41, 9, 101.09
0, 0, 39.01
38, 8, 87.78
0, 0, 39.01
44, 10, 116.72
0, 0, 39.01
39, 8, 103.98
0, 0, 39.01
40, 9, 115.32
0, 0, 39.01
47, 11, 120.66
0, 0, 38.98
46, 10, 116.15
0, 0, 39.01
41, 9, 107.92
0, 0, 39.01
41, 10, 98.00
0, 0, 39.01
41, 9, 97.14
0, 0, 39.01
40, 9, 103.00
0, 0, 39.01
41, 9, 87.28
0, 0, 39.01
44, 10, 89.20
0, 0, 39.01
38, 8, 117.21
0, 0, 39.01
45, 10, 85.31
0, 0, 39.01
39, 8, 108.91
0, 0, 39.01
41, 10, 123.04
0, 0, 38.98
38, 8, 108.91
0, 0, 39.01
45, 10, 86.30
0, 0, 39.01
40, 9, 107.92
0, 0, 39.01
37, 8, 126.40
0, 0, 38.98
49, 11, 122.47
0, 0, 39.01
47, 11, 128.86
0, 0, 39.01
40, 8, 101.02
0, 0, 39.01
40, 9, 86.30
0, 0, 39.01
42, 9, 90.24
0, 0, 39.01
41, 9, 133.96
0, 0, 39.01
47, 11, 89.75
0, 0, 39.01
45, 10, 133.46
0, 0, 39.01
43, 10, 94.19
0, 0, 39.01
42, 10, 87.28
0, 0, 39.01
41, 9, 126.07
0, 0, 39.01
41, 9, 98.56
0, 0, 39.01
39, 8, 121.15
0, 0, 39.01
44, 10, 91.72
0, 0, 39.01
41, 9, 133.46
0, 0, 39.01
39, 8, 108.91
0, 0, 39.01
38, 8, 106.38
0, 0, 38.98
40, 9, 84.32
0, 0, 39.01
36, 8, 127.47
0, 0, 39.01
40, 9, 126.49
0, 0, 38.98
39, 8, 116.72
0, 0, 39.01
39, 8, 103.06
0, 0, 39.01
43, 9, 98.62
0, 0, 39.01
38, 8, 92.21
0, 0, 39.01
38, 8, 90.68
0, 0, 39.01
42, 9, 110.81
0, 0, 39.01
42, 9, 119.03
0, 0, 38.98
36, 8, 103.00
0, 0, 39.01
12, 3, 75.50
0, 0, 39.01
42, 9, 86.30
0, 0, 39.01
41, 9, 126.40
0, 0, 39.01
39, 8, 107.29
0, 0, 39.01
38, 8, 93.63
0, 0, 39.01
39, 8, 105.53
0, 0, 39.01
42, 9, 93.63
0, 0, 39.01
39, 8, 103.49
0, 0, 39.01
43, 10, 117.55
0, 0, 39.01
42, 9, 133.96
0, 0, 38.98
45, 10, 122.14
0, 0, 39.01
39, 8, 127.55
0, 0, 38.98
43, 9, 97.64
0, 0, 39.01
0, 0, 71.06
0, 0, 39.01
0, 0, 71.06
0, 0, 39.01
39, 7, 101.58
0, 0, 39.01
39, 7, 96.59
0, 0, 38.98
36, 6, 105.46
0, 0, 39.01
38, 7, 93.14
0, 0, 39.01
21, 4, 71.06
0, 0, 39.01
0, 0, 71.06
0, 0, 39.01
42, 7, 104.41
0, 0, 39.01
44, 8, 104.97
0, 0, 39.01
42, 7, 101.52
0, 0, 39.01
42, 7, 94.12
0, 0, 39.01
0, 0, 71.06
0, 0, 39.01
0, 0, 74.02
0, 0, 39.01
