Batch Size,Learning Rate,Precision,GPUs,Training Time,Test Accuracy
32,0.001,FP32,"0,1,2,3",1234,0.85
32,0.1,FP32,1,[197.837641954422],8.410249948501587,,3.842487020111084,78.1,66.4,"0, 6, 75, 58","15563, 719, 1365, 1027",
32,0.1,FP32,1,[141.27781200408936],7.093568801879883,,3.013199993133545,70.2,64.1,"9, 0, 7, 66","15563, 719, 1027, 1705",N/A
